onset	duration	delay_later	delay_sooner	amount_later	amount_sooner	choice	subjID	run	modulation
264.091609318	5.0	136.0	29.0	39.47	17.78	1	3	7	9.58761947484456
275.095337624	5.0	143.0	51.0	33.37	14.63	1	3	7	9.042703916234318
288.099927912	5.0	135.0	2.0	4.9	4.66	0	3	7	-1.4476511541037467
303.104554521	5.0	169.0	137.0	36.16	20.65	1	3	7	8.211597068738147
318.107264927	5.0	66.0	57.0	15.5	12.73	1	3	7	1.8924001389782106
331.11006344599997	5.0	103.0	0.0	23.5	23.0	0	3	7	-6.38599716043095
342.113543837	5.0	171.0	136.0	21.62	17.96	1	3	7	1.199688534720952
355.116283999	5.0	90.0	38.0	18.51	8.95	1	3	7	5.825776183513362
368.12414008	5.0	68.0	6.0	14.42	8.77	1	3	7	2.7587163397407295
383.130706516	5.0	159.0	75.0	25.35	12.96	1	3	7	5.503627815599742
398.13520188	5.0	35.0	1.0	32.9	19.12	1	3	7	9.795051454718653
17.005288172	5.0	59.0	35.0	21.33	15.71	1	3	8	3.4669884317950874
32.007386308	5.0	142.0	105.0	13.17	11.58	0	3	8	0.24053954421652257
47.012255456000005	5.0	66.0	48.0	34.02	19.34	1	3	8	10.671722152462081
60.014907439	5.0	161.0	37.0	21.58	20.36	0	3	8	-4.625725496777694
71.018843096	5.0	109.0	87.0	6.08	0.48	1	3	8	3.870759037175941
84.02284801100001	5.0	93.0	46.0	27.56	9.92	1	3	8	11.6842897481507
99.02831310299999	5.0	165.0	65.0	18.96	16.15	0	3	8	-1.4070945337898095
110.031957338	5.0	106.0	61.0	33.6	14.94	1	3	8	11.557926062646144
121.036515002	5.0	99.0	80.0	18.53	14.52	1	3	8	2.2670689881549713
136.039930225	5.0	142.0	31.0	34.57	33.21	0	3	8	-7.527311370238266
151.04253456700002	5.0	110.0	52.0	17.56	17.37	0	3	8	-2.1921626727928807
164.047596667	5.0	134.0	86.0	27.0	8.4	1	3	8	11.301008774807404
175.053469377	5.0	137.0	3.0	21.3	2.75	1	3	8	11.013357314110037
188.057976733	5.0	96.0	93.0	28.94	18.42	1	3	8	7.47181495962983
199.06116352900003	5.0	79.0	17.0	6.71	3.78	0	3	8	1.553480620672048
27.012287305999997	5.0	112.0	38.0	24.71	19.41	0	4	1	-2.2675651634262675
40.017154613	5.0	172.0	64.0	34.25	25.98	0	4	1	-3.1354856454645983
55.023405403999995	5.0	106.0	49.0	15.88	1.7	1	4	1	6.785505871367108
66.026844878	5.0	125.0	92.0	35.76	15.49	1	4	1	8.128009210342666
79.030473745	5.0	135.0	45.0	37.14	37.03	0	4	1	-9.655972138268204
94.035236005	5.0	179.0	105.0	37.16	30.47	1	4	1	-1.4838993986506654
109.038605776	5.0	100.0	36.0	21.31	20.86	0	4	1	-4.603118040110093
120.042478804	5.0	115.0	40.0	38.7	18.29	1	4	1	5.296469514581192
133.04554659	5.0	45.0	32.0	19.35	13.06	1	4	1	3.5557134884324224
144.048507838	5.0	154.0	38.0	37.34	35.64	0	4	1	-11.007057223774838
159.054292288	5.0	161.0	50.0	14.59	10.59	0	4	1	-1.4008176982704006
170.05803696200002	5.0	179.0	35.0	17.52	17.13	0	4	1	-6.35964393724104
183.061061968	5.0	109.0	55.0	37.17	16.91	1	4	1	7.2047029486465775
194.06473467900003	5.0	93.0	39.0	13.27	11.54	0	4	1	-1.3653719889281417
207.068613723	5.0	123.0	54.0	28.21	27.61	0	4	1	-5.2318287545941065
218.074810477	5.0	128.0	9.0	12.89	2.58	1	4	2	3.467725618278633
231.077340177	5.0	104.0	27.0	15.56	15.18	0	4	2	-4.241029182021574
246.081565306	5.0	124.0	92.0	30.88	19.62	1	4	2	3.734285700719566
259.084678144	5.0	157.0	83.0	29.11	14.74	1	4	2	3.4732457754255712
270.087722166	5.0	69.0	20.0	35.57	13.04	1	4	2	10.590256334183756
283.092488432	5.0	151.0	58.0	27.77	26.01	0	4	2	-5.35579962023227
298.09563351400004	5.0	6.0	1.0	26.32	15.65	1	4	2	9.408929169731856
309.100755825	5.0	172.0	121.0	19.52	19.41	0	4	2	-1.6213288966694197
320.10500617400004	5.0	180.0	41.0	33.79	31.84	0	4	2	-10.432558846506803
331.110005823	5.0	89.0	21.0	3.53	2.64	0	4	2	-0.2834443627036882
344.115320662	5.0	174.0	130.0	36.35	26.37	1	4	2	1.9214727394256794
359.119541169	5.0	103.0	13.0	36.95	36.07	0	4	2	-13.376529998340857
374.12354900699995	5.0	63.0	32.0	32.37	30.14	0	4	2	-2.8429964498175053
389.12860904900003	5.0	173.0	162.0	15.7	2.87	1	4	2	4.83648903386956
400.1328816	5.0	139.0	47.0	26.19	22.94	0	4	2	-4.558409938752
17.007409389	5.0	168.0	97.0	25.32	9.18	1	4	3	5.010174274248763
32.012050053	5.0	165.0	9.0	9.02	7.02	0	4	3	-2.9388033265241558
45.016533525	5.0	180.0	73.0	24.8	14.18	1	4	3	0.7998170089593142
58.02066005100001	5.0	23.0	1.0	12.03	6.09	1	4	3	3.855858944938433
79.02975068800001	5.0	153.0	110.0	18.74	11.36	0	4	3	2.0986368423587374
90.033687729	5.0	169.0	68.0	39.05	37.84	0	4	3	-7.99940203790829
101.03784185100001	5.0	154.0	88.0	34.29	24.17	0	4	3	0.7786256446340563
116.04064429200001	5.0	36.0	15.0	39.98	20.21	1	4	3	12.151648648235518
129.043994856	5.0	50.0	1.0	14.27	10.86	0	4	3	-1.0554750891321056
144.048097381	5.0	149.0	46.0	22.55	18.58	0	4	3	-3.579880997456403
159.051912105	5.0	172.0	47.0	35.01	25.23	0	4	3	-4.123974894905842
172.055865067	5.0	143.0	97.0	15.36	10.9	0	4	3	0.8494957281813411
187.061401903	5.0	74.0	58.0	28.61	17.71	1	4	3	5.40786417838536
200.065250186	5.0	44.0	25.0	36.43	31.18	1	4	3	0.5203908734960017
211.06808102	5.0	100.0	35.0	22.84	22.29	0	4	3	-5.0009257559108455
218.073566931	5.0	96.0	51.0	17.02	9.07	1	4	4	2.812656476381859
231.078103605	5.0	156.0	139.0	36.85	23.51	1	4	4	4.744079505559311
246.08448014400003	5.0	151.0	101.0	15.51	1.04	1	4	4	5.872415312130101
261.089373993	5.0	137.0	132.0	33.34	29.77	1	4	4	1.2863657421712293
274.09399508	5.0	107.0	55.0	30.92	19.01	1	4	4	2.8792741036447076
287.09861955900004	5.0	152.0	29.0	21.45	15.32	0	4	4	-3.2103862980602393
298.103198023	5.0	170.0	43.0	20.39	9.13	1	4	4	1.3423983483216375
309.106576512	5.0	146.0	54.0	34.01	30.84	0	4	4	-6.122571433651768
324.111225926	5.0	30.0	5.0	39.0	37.95	0	4	4	-5.832100970407698
335.114065855	5.0	63.0	26.0	20.24	17.97	0	4	4	-1.7312995368827568
350.11895053800004	5.0	155.0	17.0	13.81	6.86	1	4	4	-0.2975655004876039
361.122482511	5.0	113.0	65.0	39.22	16.85	1	4	4	8.551244402599307
374.126442136	5.0	169.0	57.0	38.99	37.39	0	4	4	-9.28443920012832
385.130858886	5.0	60.0	38.0	35.78	28.87	1	4	4	1.6018914207065187
400.135957109	5.0	165.0	27.0	35.05	34.6	0	4	4	-13.86016224595193
17.008105123	5.0	72.0	59.0	27.48	10.82	1	4	5	9.422741534666525
30.010641276999998	5.0	143.0	106.0	8.52	2.46	1	4	5	2.4002837600725853
41.014812608	5.0	174.0	41.0	36.1	7.76	1	4	5	8.086348976129868
56.018267776	5.0	52.0	11.0	36.06	32.02	0	4	5	-4.80567240508984
69.02134056199999	5.0	166.0	81.0	28.52	7.4	1	4	5	6.930910790167658
80.027393714	5.0	134.0	31.0	14.51	12.27	0	4	5	-3.081779619368751
91.03102461600001	5.0	175.0	49.0	37.89	27.59	0	4	5	-4.568372453350657
102.03460397200001	5.0	151.0	8.0	22.72	22.53	0	4	5	-11.568988092109029
117.038922109	5.0	140.0	32.0	3.47	2.18	1	4	5	-0.17825023023851005
132.041725399	5.0	150.0	34.0	31.82	16.75	1	4	5	0.5037483650869543
145.04806210200002	5.0	66.0	29.0	26.11	24.6	0	4	5	-3.219960894871079
160.054237469	5.0	157.0	87.0	29.13	25.38	0	4	5	-2.1970335909568774
171.059206964	5.0	169.0	93.0	31.75	21.26	0	4	5	0.9187672764801942
184.063249567	5.0	167.0	108.0	21.47	5.86	1	4	5	5.441881398269581
199.06585398299998	5.0	155.0	0.0	28.1	24.27	0	4	5	-12.84252359781103
218.076986629	5.0	138.0	30.0	26.25	5.14	1	4	6	7.410008769538026
231.080886649	5.0	132.0	57.0	29.25	29.17	0	4	6	-5.940801680624569
242.08524225	5.0	56.0	1.0	2.35	0.48	1	4	6	1.0633230171395731
257.087888909	5.0	148.0	107.0	33.09	20.92	1	4	6	3.404645673116219
272.092497869	5.0	31.0	28.0	33.55	26.01	1	4	6	5.386851950736059
283.094807768	5.0	143.0	45.0	13.08	11.17	0	4	6	-2.271063051039455
294.097911416	5.0	120.0	98.0	25.08	2.22	1	4	6	10.62243335463262
305.10006360799997	5.0	107.0	77.0	39.61	32.38	1	4	6	0.9609065893023967
320.105588817	5.0	73.0	35.0	31.15	25.95	0	4	6	-1.056123068414479
333.110995124	5.0	134.0	75.0	29.08	9.55	1	4	6	7.261746526741012
346.117162053	5.0	166.0	20.0	26.75	26.27	0	4	6	-11.669110384426876
359.12435864400004	5.0	137.0	93.0	28.17	16.34	1	4	6	3.590852772499714
372.12879528400003	5.0	37.0	9.0	26.06	14.4	1	4	6	6.053042783468271
383.13337503	5.0	134.0	92.0	36.72	36.27	0	4	6	-3.199194649251144
398.137769372	5.0	135.0	19.0	11.43	0.63	1	4	6	4.499202748048683
17.005380468	5.0	170.0	6.0	16.8	9.11	0	4	7	-2.1619033017673246
28.010853806999997	5.0	152.0	48.0	28.47	27.83	0	4	7	-7.456662321716866
41.013013812	5.0	141.0	91.0	38.73	14.47	1	4	7	8.848311704523315
56.02028608	5.0	132.0	95.0	30.01	21.56	1	4	7	2.000427865623905
71.02506812600001	5.0	65.0	41.0	30.59	21.88	1	4	7	3.1911092488553603
82.030195369	5.0	77.0	23.0	35.84	29.86	0	4	7	-3.7665517345153106
95.034928581	5.0	78.0	16.0	24.37	7.74	1	4	7	7.3256994515583305
106.038207919	5.0	135.0	13.0	19.78	5.13	1	4	7	4.140158043773525
119.041674444	5.0	155.0	37.0	35.33	33.96	0	4	7	-10.820045663393282
130.04509504700002	5.0	176.0	23.0	39.78	39.55	0	4	7	-17.537727144373104
141.050179498	5.0	126.0	98.0	18.33	1.74	1	4	7	7.480031786773916
154.055695256	5.0	173.0	60.0	31.15	30.44	0	4	7	-7.602111946464198
169.059911024	5.0	129.0	105.0	14.15	10.91	1	4	7	0.9034432244350352
184.063580564	5.0	179.0	127.0	26.56	16.88	1	4	7	2.2036769717490676
199.068651652	5.0	141.0	43.0	30.38	29.42	0	4	7	-7.888936650703885
218.07561265099997	5.0	89.0	2.0	39.29	35.57	0	4	8	-13.533226818337567
231.079055213	5.0	124.0	98.0	33.06	23.17	1	4	8	3.2024924776964845
246.084335495	5.0	135.0	10.0	27.21	16.66	0	4	8	-3.2438024299248873
261.089950083	5.0	32.0	27.0	30.84	20.67	1	4	8	7.219681701481878
274.096229707	5.0	122.0	40.0	39.93	38.74	0	4	8	-9.557343579978529
285.098699264	5.0	122.0	78.0	28.68	18.71	1	4	8	2.5608588479594125
300.102636155	5.0	111.0	86.0	25.52	17.83	1	4	8	2.6267627159928217
313.107136222	5.0	144.0	65.0	35.12	32.97	0	4	8	-5.544841133507964
324.112409042	5.0	111.0	33.0	25.02	7.45	1	4	8	6.551463428712992
339.116942163	5.0	92.0	60.0	12.94	9.68	1	4	8	0.7484810903473571
350.12277668300004	5.0	126.0	93.0	5.88	5.24	0	4	8	-0.10425635720425541
361.128155654	5.0	67.0	36.0	33.71	22.79	1	4	8	3.6507035833654804
376.13286298599996	5.0	177.0	160.0	25.96	2.03	1	4	8	8.92714824636376
389.139335385	5.0	159.0	119.0	29.05	9.66	1	4	8	7.079316646269298
402.143455838	5.0	112.0	39.0	28.41	28.33	0	4	8	-6.8927361714106485
218.08108996200002	5.0	140.0	134.0	5.59	2.28	1	5	1	2.5523249052773918
233.083889406	5.0	144.0	81.0	12.1	6.67	1	5	1	3.6164903394298245
246.08796624400003	5.0	83.0	4.0	35.11	34.18	0	5	1	-3.9145040776628974
257.093580713	5.0	131.0	17.0	15.99	14.96	0	5	1	-1.8604361741610074
272.096527021	5.0	169.0	37.0	17.75	16.81	0	5	1	-2.4516720251339006
285.102390315	5.0	148.0	106.0	14.18	8.37	1	5	1	3.9978770005244817
296.106643461	5.0	57.0	38.0	30.58	29.31	1	5	1	0.18503226482087953
309.110577952	5.0	61.0	49.0	35.72	33.18	1	5	1	1.5951296876591492
324.11387169299996	5.0	91.0	25.0	33.85	31.87	0	5	1	-1.8008572890027033
335.11820426099996	5.0	180.0	61.0	32.53	16.35	1	5	1	9.209040704924861
348.12259720099996	5.0	120.0	85.0	29.48	15.37	1	5	1	10.559024812979096
363.128882809	5.0	143.0	105.0	12.95	12.83	0	5	1	-0.5448743757078685
374.133177956	5.0	130.0	12.0	32.53	31.42	0	5	1	-5.000306807587261
389.13613375	5.0	137.0	44.0	24.4	10.49	1	5	1	9.41353939409739
402.13943553900003	5.0	103.0	32.0	36.79	22.24	1	5	1	9.488342416797803
17.006248905	5.0	154.0	67.0	21.31	17.69	0	5	2	0.6345582026308207
28.008930869	5.0	137.0	20.0	20.32	10.76	1	5	2	5.515328497272074
39.012709895	5.0	85.0	30.0	32.82	22.23	1	5	2	6.995345190758382
54.017571628	5.0	79.0	45.0	11.98	1.08	1	5	2	9.315773254212534
69.02359753100001	5.0	156.0	134.0	28.97	9.71	1	5	2	14.317348165820965
84.029328377	5.0	124.0	36.0	9.66	6.13	0	5	2	1.9885062693899753
99.03465422	5.0	173.0	122.0	27.69	20.54	1	5	2	4.001339033221331
112.038440646	5.0	136.0	8.0	17.47	17.43	0	5	2	-3.498881242918177
125.043462728	5.0	153.0	108.0	39.63	37.16	1	5	2	-0.263346465089743
136.05002535	5.0	119.0	89.0	29.44	22.36	1	5	2	4.749405941862857
147.053257324	5.0	90.0	32.0	10.46	8.69	0	5	2	0.672025210423639
162.057625318	5.0	84.0	80.0	37.74	12.39	1	5	2	21.537947742204633
173.059854894	5.0	128.0	26.0	31.58	13.99	1	5	2	11.714728830149234
186.064201209	5.0	38.0	27.0	23.87	13.78	1	5	2	9.083777484789348
199.06889126599998	5.0	145.0	123.0	8.08	0.7	1	5	2	5.663991224011632
218.066399789	5.0	174.0	14.0	39.74	37.57	0	5	3	-7.25826527998078
231.07083449200002	5.0	89.0	6.0	26.22	12.31	1	5	3	10.000095565501885
246.07545746	5.0	173.0	116.0	35.24	25.33	1	5	3	5.538267199036678
259.07832470299996	5.0	179.0	16.0	24.99	2.45	1	5	3	15.88905750946064
272.081814368	5.0	179.0	1.0	11.04	8.08	0	5	3	0.003854228629849743
283.08463319	5.0	151.0	29.0	19.16	18.75	0	5	3	-3.0772505503668075
298.087944683	5.0	82.0	18.0	16.19	15.22	0	5	3	-0.8244485909589034
309.09101596700003	5.0	165.0	32.0	6.5	1.42	1	5	3	3.519687898258491
322.09563522900004	5.0	170.0	5.0	30.46	22.58	1	5	3	0.2135562618065734
333.101635146	5.0	148.0	76.0	35.35	35.03	0	5	3	-3.196001985673952
348.10921476199997	5.0	132.0	130.0	39.67	14.65	1	5	3	19.63642364918323
359.113385719	5.0	155.0	101.0	22.22	17.35	1	5	3	2.4814592528414288
372.118501817	5.0	42.0	34.0	6.11	3.63	1	5	3	2.231211657787998
383.12335360300006	5.0	60.0	29.0	31.07	25.41	1	5	3	3.6757317518590042
398.12662342699997	5.0	130.0	7.0	35.82	27.36	1	5	3	1.2862974439925132
17.006982832000002	5.0	28.0	12.0	20.42	15.93	1	5	4	3.7611462892789085
30.013218843	5.0	77.0	40.0	30.7	27.73	1	5	4	0.8791579937016039
41.016229730999996	5.0	140.0	9.0	38.84	36.88	0	5	4	-6.0587320057095795
56.021319785	5.0	173.0	24.0	16.89	14.53	0	5	4	-1.391478112709395
69.02595415100001	5.0	156.0	76.0	37.97	36.26	0	5	4	-2.6142272620556746
84.030102864	5.0	141.0	34.0	11.82	1.78	1	5	4	7.49733141789024
97.03454908399999	5.0	133.0	22.0	5.69	4.55	0	5	4	0.11409634548825132
110.03952277799999	5.0	106.0	27.0	32.02	1.19	1	5	4	25.157017740252556
125.04427407700001	5.0	129.0	74.0	10.56	1.05	1	5	4	7.432917877444493
140.04910927	5.0	146.0	98.0	33.02	24.29	1	5	4	5.176797857090747
155.053626262	5.0	138.0	64.0	29.62	28.27	0	5	4	-1.9120646025085648
166.059596636	5.0	176.0	63.0	33.7	21.84	1	5	4	5.404553005212513
177.063150328	5.0	125.0	118.0	26.97	23.07	1	5	4	2.889081148600159
190.066180653	5.0	175.0	148.0	28.95	28.71	0	5	4	-0.7227511716343002
201.07190786900003	5.0	26.0	9.0	6.7	2.81	1	5	4	3.600721341868006
218.06598987900003	5.0	104.0	31.0	37.93	32.89	1	5	5	0.3243510861282459
229.07037843900002	5.0	92.0	23.0	18.75	16.12	0	5	5	0.3730807053169336
244.073358168	5.0	180.0	9.0	17.51	13.09	1	5	5	-0.0760278863550159
259.077152124	5.0	100.0	2.0	39.22	38.05	0	5	5	-5.3695638511796915
274.080903068	5.0	135.0	27.0	9.26	4.12	1	5	5	3.343119744019749
289.083982146	5.0	106.0	96.0	4.13	0.89	1	5	5	2.6470707884591245
302.088954495	5.0	166.0	74.0	13.59	4.67	1	5	5	6.076063840885678
317.092468098	5.0	95.0	44.0	31.69	14.73	1	5	5	12.999606160070982
328.096669199	5.0	138.0	22.0	32.28	17.57	1	5	5	8.329664878135514
341.102413064	5.0	155.0	125.0	35.32	26.09	1	5	5	6.025738787653729
352.10628701900004	5.0	146.0	1.0	33.64	31.43	0	5	5	-5.499657260837694
365.109659089	5.0	75.0	0.0	12.76	11.1	0	5	5	-0.04661470760099107
376.110588623	5.0	158.0	28.0	38.1	17.26	1	5	5	12.429662916767768
389.114435569	5.0	135.0	21.0	39.65	38.54	0	5	5	-5.91581831010582
402.118791464	5.0	173.0	11.0	21.16	20.28	0	5	5	-4.2278607342863594
17.006241736	5.0	136.0	44.0	32.33	5.73	1	5	6	20.00423834179426
28.012013258000003	5.0	168.0	92.0	15.29	13.02	1	5	6	0.4140983035463801
39.017994742	5.0	164.0	76.0	32.91	26.9	1	5	6	1.3427587171306072
52.022799213999996	5.0	178.0	63.0	39.73	37.87	0	5	6	-4.4467307288878395
67.026653603	5.0	131.0	55.0	15.85	12.21	1	5	6	1.5153164396844954
82.030992025	5.0	133.0	12.0	38.94	38.15	0	5	6	-6.660286359889906
93.03535037399999	5.0	114.0	95.0	17.47	14.18	1	5	6	2.2889174074230834
106.04051715799999	5.0	167.0	159.0	10.37	8.4	1	5	6	1.3884406766913857
121.04524551700001	5.0	152.0	10.0	22.38	10.59	1	5	6	6.669686836708291
134.048735521	5.0	80.0	67.0	21.24	6.51	1	5	6	12.515680095233035
147.05397673	5.0	178.0	104.0	38.46	37.39	0	5	6	-2.6503295957224076
162.055909223	5.0	166.0	117.0	16.09	8.35	1	5	6	5.262749457697975
177.060407134	5.0	97.0	51.0	31.81	31.61	0	5	6	-2.0913457956991053
188.064764252	5.0	123.0	111.0	39.15	37.08	1	5	6	1.0567827732227038
199.069282762	5.0	159.0	6.0	39.89	11.07	1	5	6	19.11804567455222
218.07463848	5.0	70.0	36.0	16.99	14.07	1	5	7	1.750837197723742
231.07794372900003	5.0	86.0	6.0	23.8	13.19	1	5	7	7.191104066882419
246.08028625900002	5.0	80.0	5.0	15.44	12.61	0	5	7	0.7752136216587981
261.084166117	5.0	142.0	60.0	9.18	1.55	1	5	7	5.723876294829843
272.088068341	5.0	87.0	18.0	19.44	16.48	0	5	7	0.5959890462937665
283.092925444	5.0	116.0	72.0	30.91	13.71	1	5	7	13.011333280113838
294.09777926	5.0	141.0	37.0	25.97	14.12	1	5	7	7.007002520488573
309.104163092	5.0	146.0	93.0	37.04	20.11	1	5	7	11.601477709573373
322.108764082	5.0	125.0	27.0	18.01	17.32	0	5	7	-2.0839789346837208
333.114277917	5.0	42.0	22.0	9.68	3.67	1	5	7	5.39866112378187
346.119966671	5.0	91.0	87.0	23.04	5.32	1	5	7	14.892879984470493
357.12276394400004	5.0	150.0	54.0	16.34	15.2	0	5	7	-1.194554935684316
370.12806918900003	5.0	86.0	5.0	37.17	16.35	1	5	7	15.395729069027066
385.132596819	5.0	66.0	51.0	15.8	15.61	0	5	7	-0.21677580447262734
400.13754907599997	5.0	150.0	133.0	31.76	22.93	1	5	7	6.265315700966482
17.006921627	5.0	129.0	6.0	18.97	9.5	1	5	8	5.6052789949897495
28.010696988000003	5.0	117.0	100.0	9.09	8.55	0	5	8	0.23520824653525096
43.016287967	5.0	114.0	3.0	26.29	16.89	1	5	8	4.5065656624315515
56.021101843000004	5.0	3.0	1.0	30.48	26.07	1	5	8	4.276472333565874
67.025931928	5.0	108.0	58.0	17.63	11.08	1	5	8	4.525092340272872
80.02882776	5.0	140.0	53.0	28.7	19.39	1	5	8	4.796475666094469
93.030343719	5.0	164.0	14.0	28.06	14.96	1	5	8	6.436704835661464
108.03420613899999	5.0	134.0	4.0	29.02	21.31	1	5	8	1.6095438457230316
119.037195022	5.0	58.0	48.0	20.18	8.2	1	5	8	10.564914416905548
132.04100020299998	5.0	120.0	92.0	28.95	15.01	1	5	8	10.595178909810992
147.044232466	5.0	86.0	26.0	33.34	30.23	1	5	8	-0.3689285985949198
162.049956771	5.0	127.0	62.0	3.98	0.9	1	5	8	2.356977914282496
177.05419685	5.0	121.0	16.0	13.76	4.53	1	5	8	6.630430991809167
190.059136567	5.0	117.0	47.0	32.67	16.3	1	5	8	11.466498345906999
201.063250961	5.0	62.0	8.0	12.52	11.35	0	5	8	-0.06322361538143362
17.009475608	5.0	55.0	5.0	36.72	36.5	0	6	1	-1.1363687140104943
28.013947115	5.0	147.0	64.0	39.54	26.57	1	6	1	10.189084446619155
41.017165236	5.0	88.0	2.0	7.1	3.45	0	6	1	3.2033055065935296
52.022548217	5.0	97.0	6.0	21.25	20.45	0	6	1	-0.5872176130800533
63.027520298	5.0	156.0	107.0	32.26	30.54	0	6	1	0.5819116183810387
76.030414976	5.0	161.0	48.0	33.13	26.25	1	6	1	4.153415723030264
89.035532642	5.0	169.0	58.0	32.88	27.98	1	6	1	2.3025795444523283
100.042945138	5.0	116.0	57.0	33.56	16.96	1	6	1	14.554947378936259
115.046056632	5.0	148.0	104.0	38.0	2.53	1	6	1	31.758708264989707
130.051556836	5.0	162.0	79.0	38.89	27.88	1	6	1	8.28756512754605
141.054405346	5.0	165.0	160.0	34.97	29.03	1	6	1	5.179827070848688
156.058944881	5.0	90.0	8.0	30.59	30.06	0	6	1	-1.2742134529250677
171.063190474	5.0	137.0	68.0	9.49	4.39	0	6	1	4.410748361236305
184.067240555	5.0	143.0	134.0	31.04	0.23	1	6	1	27.743230580518
199.071257534	5.0	143.0	39.0	39.14	23.03	1	6	1	12.8894070607111
218.077595195	5.0	93.0	17.0	34.02	6.16	1	6	2	25.659187917438125
229.08137106700002	5.0	96.0	27.0	31.94	26.57	1	6	2	3.7074284435304605
244.084716377	5.0	146.0	82.0	23.15	18.53	1	6	2	3.3773104639067917
259.089800212	5.0	156.0	74.0	32.69	28.61	1	6	2	2.1109437456457023
272.09336135	5.0	138.0	112.0	12.06	4.1	1	6	2	7.124536766035909
283.097039093	5.0	119.0	70.0	39.23	24.67	1	6	2	12.522533028816035
298.102823042	5.0	172.0	12.0	22.64	21.5	0	6	2	-1.3183017076406642
311.10751139999996	5.0	127.0	85.0	22.22	0.19	1	6	2	20.056171526318693
322.112592927	5.0	160.0	69.0	16.08	13.04	1	6	2	1.9308495987622738
333.117995257	5.0	163.0	117.0	23.85	17.0	1	6	2	5.591656203980099
348.12534435	5.0	160.0	45.0	12.24	8.78	1	6	2	2.4083403545565822
363.132425074	5.0	95.0	35.0	19.53	17.33	0	6	2	1.3208034557620074
376.13887303300004	5.0	65.0	59.0	21.65	12.02	1	6	2	9.118742263124473
389.14605756599997	5.0	91.0	89.0	24.11	5.61	1	6	2	17.27711495930849
400.14981340199995	5.0	173.0	125.0	9.42	0.26	1	6	2	8.072207284804396
17.005524900999998	5.0	163.0	136.0	34.7	32.46	0	6	3	1.4452120139706786
28.010322919	5.0	178.0	98.0	14.5	8.29	1	6	3	5.040429105294698
39.016101249	5.0	68.0	43.0	8.92	5.3	1	6	3	3.345160470820165
50.01944228	5.0	39.0	4.0	16.68	15.5	0	6	3	0.7398351817694735
65.02502550199999	5.0	92.0	30.0	31.14	20.11	1	6	3	9.418935212737235
80.028860744	5.0	153.0	61.0	29.92	26.04	1	6	3	1.8889857120523459
91.03313461200001	5.0	117.0	44.0	34.92	6.92	1	6	3	25.33246527880344
104.03785318	5.0	155.0	28.0	32.03	7.59	1	6	3	21.17505132880733
119.04356346	5.0	149.0	41.0	23.87	17.04	1	6	3	4.88890407766532
132.044601654	5.0	166.0	155.0	25.44	11.26	1	6	3	12.492276921428825
147.049095386	5.0	44.0	15.0	25.48	7.11	1	6	3	17.613706483214553
160.055934225	5.0	100.0	41.0	35.58	26.47	1	6	3	7.370871084955841
175.058651875	5.0	157.0	69.0	27.41	8.47	1	6	3	16.403413542499187
188.06409013	5.0	154.0	130.0	39.64	18.96	1	6	3	18.195461715275638
199.065757767	5.0	126.0	104.0	23.15	22.67	0	6	3	0.11237083245481472
218.06647576900002	5.0	46.0	42.0	25.2	0.56	1	6	4	23.792686470130995
233.072219373	5.0	158.0	83.0	12.55	8.6	1	6	4	3.1028790863989055
248.077116017	5.0	64.0	32.0	16.69	13.87	1	6	4	2.3682332513575126
263.081281393	5.0	170.0	148.0	28.56	23.99	1	6	4	3.71596356697016
274.08357141	5.0	121.0	20.0	16.28	4.86	1	6	4	10.102060519099647
287.091226654	5.0	164.0	67.0	32.43	11.47	1	6	4	17.877347914931903
298.09675847299997	5.0	138.0	19.0	37.1	35.44	1	6	4	-1.4019179437248326
313.100032281	5.0	161.0	35.0	27.58	27.34	0	6	4	-2.0914079932136964
324.104925263	5.0	153.0	62.0	38.18	17.09	1	6	4	17.83494763353194
339.10770931900004	5.0	91.0	51.0	18.2	10.13	1	6	4	7.25844206659886
352.111780071	5.0	43.0	21.0	30.32	25.59	1	6	4	4.163626685181658
365.114173863	5.0	119.0	118.0	26.43	24.3	1	6	4	1.9348893236070879
376.119481479	5.0	174.0	34.0	27.24	25.89	1	6	4	-1.215452706716441
389.124162795	5.0	96.0	26.0	16.41	7.78	1	6	4	7.650062741581112
400.127159123	5.0	113.0	72.0	16.55	5.47	1	6	4	10.03932202756028
17.00794983	5.0	129.0	90.0	37.72	30.66	1	6	5	5.634572137404728
28.012957426999996	5.0	68.0	22.0	29.81	25.81	1	6	5	2.9433519068752574
43.01742819	5.0	158.0	74.0	26.46	22.16	1	6	5	2.619730795799633
56.01997403	5.0	96.0	63.0	26.68	17.12	1	6	5	8.512347489938605
69.02484307	5.0	133.0	0.0	38.12	23.33	1	6	5	11.237735215928247
80.029589326	5.0	22.0	1.0	33.01	15.69	1	6	5	16.780378254879885
93.03301664	5.0	97.0	31.0	16.19	10.4	1	6	5	4.904482446006641
108.03854520600001	5.0	176.0	6.0	39.67	37.4	1	6	5	-2.306224270918989
119.04232123799999	5.0	116.0	53.0	35.56	11.24	1	6	5	21.83718499663874
130.046472091	5.0	162.0	19.0	9.98	0.85	1	6	5	8.032074173995518
145.052172492	5.0	73.0	9.0	17.71	17.3	0	6	5	-0.4161006937213756
160.057329858	5.0	160.0	138.0	33.25	27.6	1	6	5	4.6510673517609185
